EID	massfeature_rows	str_row_ion	compounds	compound_names
E513	row105;row195;row68;row83	row105_M(C13)+H[1+];row195_M+H[1+];row68_M+Na[1+];row83_M+K[1+]	C00262	Hypoxanthine; Purine-6-ol
E516	row66	row66_M+H[1+]	C00108	Anthranilate; Anthranilic acid; o-Aminobenzoic acid; Vitamin L1; 2-Aminobenzoate
E517	row544	row544_M+H[1+]	C00245	Taurine; 2-Aminoethanesulfonic acid; Aminoethylsulfonic acid
E518	row31;row457;row468;row478;row581	row31_M+H2O+H[1+];row457_M(C13)+H[1+];row468_M-CO+H[1+];row478_M-HCOOH+H[1+];row581_M+H[1+]	C04281;C04282;C01879	L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate$5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid
E520	row172;row219;row26	row172_M-H4O2+H[1+];row219_M-HCOOH+H[1+];row26_M-H2O+H[1+]	C08261	
E524	row27	row27_M+H[1+]	CE5820	histidyl-prolinamide
E526	row146;row253	row146_M+H[1+];row253_M+H2O+H[1+]	CE2577	
E527	row20	row20_M-H2O+H[1+]	CE2061	
E532	row317	row317_M+H[1+]	C00794;C01697;C01507	D-Sorbitol; D-Glucitol; L-Gulitol; Sorbitol$Galactitol; Dulcitol; Dulcose$L-Iditol
E539	row118;row119;row240	row118_M(C13)+H[1+];row119_M+H[1+];row240_M+Na[1+]	C00431;C00719;C00183	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate$L-Valine; 2-Amino-3-methylbutyric acid
E540	row465	row465_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate
E541	row164	row164_M+H[1+]	C03087	5-Acetamidopentanoate
E545	row52	row52_M+H[1+]	C05522;C00380	Cytosine (in DNA)$Cytosine
E549	row3	row3_M+Na[1+]	tetpent3crn;tetpent6crn	tetracosapentaenoyl carnitine$tetracosapentaenoyl carnitine
E550	row327;row409	row327_M+H[1+];row409_M-HCOOH+H[1+]	C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
E557	row150;row346;row47	row150_M-H2O+H[1+];row346_M+H[1+];row47_M+H2O+H[1+]	C03680	4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate
E558	row550	row550_M+H[1+]	C00328;C05647	L-Kynurenine; 3-Anthraniloyl-L-alanine$Formyl-5-hydroxykynurenamine
E561	row109	row109_M+H[1+]	C00450;C04092	2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate$delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate
E566	row208;row539	row208_M+H[1+];row539_M+H2O+H[1+]	C03564;C03912	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate$(S)-1-Pyrroline-5-carboxylate; L-1-Pyrroline-5-carboxylate; 1-Pyrroline-5-carboxylate
E567	row247	row247_M-H2O+H[1+]	C00762;C01780	Cortisone; 17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione; Kendall's compound E; Reichstein's substance Fa$Aldosterone; 11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al
E568	row362;row576	row362_M-CO+H[1+];row576_M+H[1+]	C00407;C00123	L-Isoleucine; 2-Amino-3-methylvaleric acid$L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine
E570	row327	row327_M+Na[1+]	C11409;C02452;C00964;C02759	(+)-trans-Carveol; (4S,6R)-trans-Carveol$Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(-)-trans-Carveol$
E572	row317;row368;row372;row433	row317_M(C13)+H[1+];row368_M+H[1+];row372_M-NH3+H[1+];row433_M-HCOOH+H[1+]	C00082;CE2174	L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine$
E583	row25	row25_M+H[1+]	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E584	row130;row538	row130_M+Na[1+];row538_M+H[1+]	C02838	L-Octanoylcarnitine
E590	row499	row499_M+H[1+]	C00073	L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid
E593	row441	row441_M+Na[1+]	C06212	N-Methylserotonin
E596	row431	row431_M+Na[1+]	C00795;C13747;C00221;C00267;C07480;C00137;C00962;C00738;C00095;C00247;C00031;C00159;C00936;C01582;C02336;C00984;C00293;C00124	D-Tagatose; lyxo-Hexulose$1,7-Dimethylxanthine; Paraxanthine$beta-D-Glucose$alpha-D-Glucose$$myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I$beta-D-Galactose$D-Hexose$D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose$L-Sorbose; L-xylo-Hexulose$D-Glucose; Grape sugar; Dextrose$D-Mannose; Mannose; Seminose; Carubinose$$Galactose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Galactose$Glucose$D-Galactose
E597	row221;row282;row533	row221_M+H2O+H[1+];row282_M-CO+H[1+];row533_M+H[1+]	C05588	L-Metanephrine
E601	row227	row227_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E603	row32	row32_M+Na[1+]	c226crn	cervonyl carnitine
E605	row561	row561_M+Na[1+]	C05379	Oxalosuccinate; Oxalosuccinic acid
E611	row482;row485	row482_M(C13)+H[1+];row485_M+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E612	row202;row356;row553	row202_M-H4O2+H[1+];row356_M+H2O+H[1+];row553_M+H[1+]	C00079;CE2172	L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid$
E616	row119;row19	row119_M-CO+H[1+];row19_M-H2O+H[1+]	C03239;C04076;C02946	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$4-Acetamidobutanoate; N4-Acetylaminobutanoate
E620	row571;row592	row571_M+H[1+];row592_M[1+]	C00418	(R)-Mevalonate; Mevalonic acid; 3,5-Dihydroxy-3-methylvaleric acid
E623	row503	row503_M+H[1+]	C03341	2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate
E628	row445	row445_M+H[1+]	C00378	Thiamin; Thiamine; Vitamin B1; Aneurin; Antiberiberi factor
E632	row58	row58_M+H[1+]	CE2122	methyl indole-3-acetate
E633	row354	row354_M+H[1+]	CE5277	aminochrome o-semiquinone
E639	row288;row319;row447;row575;row581;row585	row288_M-H2O+H[1+];row319_M-HCOOH+H[1+];row447_M+Na[1+];row575_M(C13)+H[1+];row581_M-NH3+H[1+];row585_M+H[1+]	C00819;C00064;C05100	D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate
E640	row343	row343_M+Na[1+]	C01829	O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine; L-Thyroxine; 3,5,3'5'-Tetraiodo-L-thyronine; Levothyroxin; T4
E649	row227	row227_M-H2O+H[1+]	C00329	D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose
E652	row503;row535	row503_M+H[1+];row535_M(C13)+H[1+]	C00430;C03440;C01165;C01157;C01110	5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E661	row530	row530_M+Na[1+]	CE5723	5'-carboxy-gama-chromanol
E664	row141;row418	row141_M-H2O+H[1+];row418_M-CO+H[1+]	C01252	4-(2-Aminophenyl)-2,4-dioxobutanoate
E668	row372	row372_M-H2O+H[1+]	C05583;C05582	3-Methoxy-4-hydroxyphenylglycolaldehyde$Homovanillate; Homovanillic acid
E669	row364	row364_M+H[1+]	C14762;C14825;C14826	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid
E670	row430	row430_M+Na[1+]	C03078	4-Guanidinobutanamide
E672	row34;row497;row61	row34_M-HCOOH+H[1+];row497_M-H2O+H[1+];row61_M-H4O2+H[1+]	C00864	Pantothenate; Pantothenic acid; (R)-Pantothenate
E674	row182	row182_M+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E676	row169	row169_M+H[1+]	C02642;C00152	3-Ureidopropionate; 3-Ureidopropanoate; beta-Ureidopropionic acid; N-Carbamoyl-beta-alanine$L-Asparagine; 2-Aminosuccinamic acid
E677	row392;row564	row392_M+H[1+];row564_M(C13)+H[1+]	C01152	N(pi)-Methyl-L-histidine; 1-Methylhistidine; N-pros-Methyl-L-histidine
E681	row20	row20_M+H[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E685	row488	row488_M-H2O+H[1+]	C00355	3,4-Dihydroxy-L-phenylalanine; L-Dopa; 3-Hydroxy-L-tyrosine; L-beta-(3,4-Dihydroxyphenyl)alanine; Levodopa; Dihydroxy-L-phenylalanine
E686	row289	row289_M+H[1+]	C00155	L-Homocysteine; L-2-Amino-4-mercaptobutyric acid
E687	row154;row209;row276;row468	row154_M-HCOOH+H[1+];row209_M(C13)+H[1+];row276_M+H[1+];row468_M-H2O+H[1+]	C05519;C00188	L-Allothreonine; L-allo-Threonine$L-Threonine; 2-Amino-3-hydroxybutyric acid
