pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
O-Glycan biosynthesis	0	0	0.242668683304			
Proteoglycan biosynthesis	0	0	0.242668683304			
TCA cycle	0	2	0.242668683304			
Keratan sulfate biosynthesis	0	0	0.242668683304			
Porphyrin metabolism	0	7	0.242668683304			
Phosphatidylinositol phosphate metabolism	0	2	0.242668683304			
Benzoate degradation via CoA ligation	0	0	0.242668683304			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.242668683304			
Prostaglandin formation from arachidonate	0	1	0.242668683304			
3-Chloroacrylic acid degradation	0	0	0.242668683304			
Sphingolipid metabolism	0	0	0.242668683304			
N-Glycan Degradation	0	2	0.242668683304			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.242668683304			
C21-steroid hormone biosynthesis and metabolism	0	2	0.242668683304			
Drug metabolism - other enzymes	0	0	0.242668683304			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.242668683304			
Starch and Sucrose Metabolism	0	2	0.242668683304			
Vitamin B6 (pyridoxine) metabolism	0	2	0.242668683304			
Pentose and Glucuronate Interconversions	0	1	0.242668683304			
Atrazine degradation	0	0	0.242668683304			
Nucleotide Sugar Metabolism	0	0	0.242668683304			
Ubiquinone Biosynthesis	0	1	0.242668683304			
1- and 2-Methylnaphthalene degradation	0	0	0.242668683304			
Carbon fixation	0	0	0.242668683304			
Fatty acid activation	0	2	0.242668683304			
Selenoamino acid metabolism	0	2	0.242668683304			
Omega-6 fatty acid metabolism	0	0	0.242668683304			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.242668683304			
Phytanic acid peroxisomal oxidation	0	0	0.242668683304			
Pentose phosphate pathway	0	3	0.242668683304			
