EID	massfeature_rows	str_row_ion	compounds	compound_names
E515	row81	row81_M+H[1+]	C00795;C00221;C00095;C00267;C00137;C00738;C00962;C00247;C00984;C00031;C00936;C01582;C00159;C02336;C00293;C00124	D-Tagatose; lyxo-Hexulose$beta-D-Glucose$D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose$alpha-D-Glucose$myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I$D-Hexose$beta-D-Galactose$L-Sorbose; L-xylo-Hexulose$alpha-D-Galactose$D-Glucose; Grape sugar; Dextrose$$Galactose$D-Mannose; Mannose; Seminose; Carubinose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$Glucose$D-Galactose
E519	row228	row228_M-H2O+H[1+]	CE1926	gama-carboxyethyl-hydroxychroman
E523	row412	row412_M+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E524	row494	row494_M+H[1+]	CE5318;CE5306	3(S),8(S)-dihydroxy-6E,10Z-hexadecadienoate$3(S),8(R)-dihydroxy-6E,10Z-hexadecadienoate
E526	row418	row418_M+Na[1+]	C02442;C03711	N-Methyltyramine$N-Methylphenylethanolamine
E527	row375	row375_M+H[1+]	C02505;C02558	2-Phenylacetamide$N-Acetylarylamine
E528	row457	row457_M-H2O+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E530	row173	row173_M+Na[1+]	CE2152	
E537	row118	row118_M+H[1+]	C00450;C04092	2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate$delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate
E539	row241	row241_M-H2O+H[1+]	glac;C00072;C02670	D-glucurono-6,3-lactone$Ascorbate; Ascorbic acid; L-Ascorbate; L-Ascorbic acid; Vitamin C$D-Glucuronolactone; Glucurone; Glucofuranurono-6,3-lactone; D-Glucurono-3,6-lactone; D-Glucurone
E540	row118;row546	row118_M-H2O+H[1+];row546_M-CO+H[1+]	C03239;C04076;C02946	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$4-Acetamidobutanoate; N4-Acetylaminobutanoate
E544	row161	row161_M+Na[1+]	C16365	5-Acetylamino-6-formylamino-3-methyluracil; AFMU
E545	row591	row591_M-H2O+H[1+]	C00047	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid
E547	row320;row327	row320_M(C13)+H[1+];row327_M+H[1+]	C00213;C00133;C00041;C00099	Sarcosine; N-Methylglycine$D-Alanine; D-2-Aminopropionic acid; D-Ala$L-Alanine; L-2-Aminopropionic acid; L-alpha-Alanine$beta-Alanine; 3-Aminopropionic acid; 3-Aminopropanoate
E551	row188;row69	row188_M-H2O+H[1+];row69_M-CO+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E556	row331	row331_M+Na[1+]	C00390	Ubiquinol; QH2; CoQH2
E558	row54	row54_M+Na[1+]	c226crn	cervonyl carnitine
E559	row331	row331_M-H2O+H[1+]	C00762;C01780	Cortisone; 17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione; Kendall's compound E; Reichstein's substance Fa$Aldosterone; 11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al
E561	row182;row521	row182_M-CO+H[1+];row521_M+H[1+]	C00407;C00123	L-Isoleucine; 2-Amino-3-methylvaleric acid$L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine
E563	row228	row228_M+Na[1+]	CE5920	
E565	row356	row356_M+H[1+]	C03564;C03912	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate$(S)-1-Pyrroline-5-carboxylate; L-1-Pyrroline-5-carboxylate; 1-Pyrroline-5-carboxylate
E567	row109	row109_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E569	row210;row321	row210_M+H[1+];row321_M-CO+H[1+]	CE5536;C01586	adrenochrome$Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid
E570	row399	row399_M-H2O+H[1+]	C00047	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid
E574	row39;row512;row541;row593;row598	row39_M-H2O+H[1+];row512_M-HCOOH+H[1+];row541_M(C13)+H[1+];row593_M+H[1+];row598_M-CO+H[1+]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
E575	row346;row500;row522	row346_M-CO+H[1+];row500_M+H[1+];row522_M+H2O+H[1+]	C05588	L-Metanephrine
E577	row405;row406;row530	row405_M(C13)+H[1+];row406_M+H[1+];row530_M-HCOOH+H[1+]	C00407;C00123	L-Isoleucine; 2-Amino-3-methylvaleric acid$L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine
E585	row143;row247;row499	row143_M-C3H4O2+H[1+];row247_M-NH3+H[1+];row499_M+H[1+]	pcrn	propionyl-carnitine
E587	row184	row184_M+H[1+]	CE5536;C01586	adrenochrome$Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid
E589	row153	row153_M+Na[1+]	C01829	O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine; L-Thyroxine; 3,5,3'5'-Tetraiodo-L-thyronine; Levothyroxin; T4
E595	row353;row358	row353_M+H[1+];row358_M(C13)+H[1+]	C05842;C05843	N1-Methyl-2-pyridone-5-carboxamide; N'-Methyl-2-pyridone-5-carboxamide; 1-Methyl-5-carboxylamide-2-pyridone$N1-Methyl-4-pyridone-5-carboxamide; N'-Methyl-4-pyridone-5-carboxamide; 1-Methyl-4-pyridone-3-carboximide
E597	row363	row363_M+H[1+]	C02727	N6-Acetyl-L-lysine
E602	row276;row321;row350;row452	row276_M-CO+H[1+];row321_M-H4O2+H[1+];row350_M-CO2+H[1+];row452_M+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E604	row38;row453;row476	row38_M-H4O2+H[1+];row453_M-H2O+H[1+];row476_M-HCOOH+H[1+]	C08261	
E606	row264	row264_M+H[1+]	C05519;C00188	L-Allothreonine; L-allo-Threonine$L-Threonine; 2-Amino-3-hydroxybutyric acid
E609	row209	row209_M+H[1+]	C00153	Nicotinamide; Nicotinic acid amide; Niacinamide; Vitamin PP
E610	row342	row342_M+H[1+]	C00108	Anthranilate; Anthranilic acid; o-Aminobenzoic acid; Vitamin L1; 2-Aminobenzoate
E611	row128	row128_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate
E612	row316	row316_M-H2O+H[1+]	C00077;C00515;C01602	L-Ornithine; (S)-2,5-Diaminovaleric acid; (S)-2,5-Diaminopentanoic acid; (S)-2,5-Diaminopentanoate$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate
E622	row373;row443;row581	row373_M+H[1+];row443_M-H2O+H[1+];row581_M+H2O+H[1+]	C03680	4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate
E624	row39;row593	row39_M+H[1+];row593_M+H2O+H[1+]	C02238	5-Oxo-L-proline
E626	row438;row497	row438_M+H[1+];row497_M-CO+H[1+]	C05588	L-Metanephrine
E627	row93	row93_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine
E628	row241;row244;row293;row305	row241_M+Na[1+];row244_M+K[1+];row293_M(C13)+H[1+];row305_M+H[1+]	C00262	Hypoxanthine; Purine-6-ol
E654	row365;row542;row546	row365_M+Na[1+];row542_M(C13)+H[1+];row546_M+H[1+]	C00431;C00719;C00183	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate$L-Valine; 2-Amino-3-methylbutyric acid
E655	row241;row293;row305	row241_M+Na[1+];row293_M(C13)+H[1+];row305_M+H[1+]	C01620	
E656	row114	row114_M+H[1+]	C00155	L-Homocysteine; L-2-Amino-4-mercaptobutyric acid
E668	row283;row386;row504	row283_M(C13)+H[1+];row386_M+H[1+];row504_M+Na[1+]	C05642;C04148	Formyl-N-acetyl-5-methoxykynurenamine$alpha-N-Phenylacetyl-L-glutamine
E675	row442	row442_M-H2O+H[1+]	C05519;C00188	L-Allothreonine; L-allo-Threonine$L-Threonine; 2-Amino-3-hydroxybutyric acid
E676	row441	row441_M-H2O+H[1+]	C05844	5-L-Glutamyl-taurine; 5-Glutamyl-taurine
E677	row169	row169_M+H[1+]	CE2026	3-methylcrotonoylglycine
E678	row352;row367;row426	row352_M(C13)+H[1+];row367_M+H[1+];row426_M+H2O+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E683	row481	row481_M-H2O+H[1+]	C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
E684	row144	row144_M-H2O+H[1+]	C01183;C02735;C00483	N,N-Dimethylaniline N-oxide$Phenylethanolamine; 2-Amino-1-phenylethanol$Tyramine; 2-(p-Hydroxyphenyl)ethylamine
E685	row107	row107_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine
E689	row143	row143_M+H[1+]	C05543	3-Dehydroxycarnitine
E690	row172;row193;row194	row172_M-NH3+H[1+];row193_M+H[1+];row194_M(C13)+H[1+]	C00078;C00525	L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid$D-Tryptophan
E691	row418	row418_M+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E693	row300	row300_M+H[1+]	C00491	L-Cystine; L-Dicysteine; L-alpha-Diamino-beta-dithiolactic acid
