pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Heparan sulfate degradation	2	3	0.0965465086967	E358,E515	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose
Pentose phosphate pathway	2	3	0.0965465086967	E358,E515	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose
Alanine and Aspartate Metabolism	6	13	0.0988152256113	E95,E574,E432,E512,E449,E412	C00217/C05938/C00025,C00217/C05938/C00025,C00819/C00064/C05100,C00217/C05938/C00025,C00217/C05938/C00025,C02642/C00152	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamine; D-2-Aminoglutaramic acid/L-Glutamine; L-2-Aminoglutaramic acid/3-Ureidoisobutyrate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$3-Ureidopropionate; 3-Ureidopropanoate; beta-Ureidopropionic acid; N-Carbamoyl-beta-alanine/L-Asparagine; 2-Aminosuccinamic acid
Purine metabolism	6	13	0.0988152256113	E367,E95,E574,E432,E512,E449	,C00217/C05938/C00025,C00217/C05938/C00025,C00819/C00064/C05100,C00217/C05938/C00025,C00217/C05938/C00025	$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamine; D-2-Aminoglutaramic acid/L-Glutamine; L-2-Aminoglutaramic acid/3-Ureidoisobutyrate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
Glycerophospholipid metabolism	4	8	0.100327703554	E358,E515,E138,E446	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C06124,C06124	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$Sphingosine 1-phosphate; Sphing-4-enine 1-phosphate$Sphingosine 1-phosphate; Sphing-4-enine 1-phosphate
Squalene and cholesterol biosynthesis	1	1	0.116544828166	E209		
Histidine metabolism	8	19	0.116544828166	E28,E464,E393,E611,E574,E512,E95,E449	,,C00178/C02835,,C00217/C05938/C00025,C00217/C05938/C00025,C00217/C05938/C00025,C00217/C05938/C00025	$$Thymine; 5-Methyluracil/Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
Xenobiotics metabolism	1	1	0.116544828166	E56	C14802/C14800/C01717	1-Nitronaphthalene-7,8-oxide/1-Nitronaphthalene-5,6-oxide/4-Hydroxy-2-quinolinecarboxylic acid; Kynurenic acid; Kynurenate
Lysine metabolism	8	20	0.153684564322	E95,E537,E689,E574,E512,E567,E540,E449	C00217/C05938/C00025,,,C00217/C05938/C00025,C00217/C05938/C00025,,,C00217/C05938/C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
Glutamate metabolism	5	13	0.21720863793	E432,E95,E574,E449,E512	C00819/C00064/C05100,C00217/C05938/C00025,C00217/C05938/C00025,C00217/C05938/C00025,C00217/C05938/C00025	D-Glutamine; D-2-Aminoglutaramic acid/L-Glutamine; L-2-Aminoglutaramic acid/3-Ureidoisobutyrate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
Tyrosine metabolism	13	36	0.225947399378	E95,E159,E587,E166,E574,E512,E432,E270,E502,E449,E589,E684,E363	C00217/C05938/C00025,,,,C00217/C05938/C00025,C00217/C05938/C00025,C00819/C00064/C05100,C13747/CE5541/C07480,,C00217/C05938/C00025,,,	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$$$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamine; D-2-Aminoglutaramic acid/L-Glutamine; L-2-Aminoglutaramic acid/3-Ureidoisobutyrate$1,7-Dimethylxanthine; Paraxanthine/adrenochrome o-semiquinone/$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$$$
Bile acid biosynthesis	1	2	0.23586253256	E201	C00245	Taurine; 2-Aminoethanesulfonic acid; Aminoethylsulfonic acid
TCA cycle	1	2	0.23586253256	E361		
Vitamin B6 (pyridoxine) metabolism	1	2	0.23586253256	E275		
Linoleate metabolism	3	8	0.238047222922	E467,E156,E604	,,	$$
Arginine and Proline Metabolism	10	30	0.305772624149	E258,E574,E371,E512,E432,E540,E95,E81,E449,E328	C04282/C02238/C04281/C01879,C00217/C05938/C00025,C00073,C00217/C05938/C00025,C00819/C00064/C05100,,C00217/C05938/C00025,C04282/C02238/C04281/C01879,C00217/C05938/C00025,C04282/C04281/C01879	1-Pyrroline-4-hydroxy-2-carboxylate/5-Oxo-L-proline/L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate/5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamine; D-2-Aminoglutaramic acid/L-Glutamine; L-2-Aminoglutaramic acid/3-Ureidoisobutyrate$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$1-Pyrroline-4-hydroxy-2-carboxylate/5-Oxo-L-proline/L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate/5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$1-Pyrroline-4-hydroxy-2-carboxylate/L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate/5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid
Aspartate and asparagine metabolism	13	39	0.316948155617	E258,E574,E512,E328,E624,E540,E95,E168,E81,E449,E154,E432,E412	C04282/C02238/C04281/C01879,C00217/C05938/C00025,C00217/C05938/C00025,C04282/C04281/C01879,,,C00217/C05938/C00025,,C04282/C02238/C04281/C01879,C00217/C05938/C00025,,C00819/C00064/C05100,C02642/C00152	1-Pyrroline-4-hydroxy-2-carboxylate/5-Oxo-L-proline/L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate/5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$1-Pyrroline-4-hydroxy-2-carboxylate/L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate/5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid$$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$$1-Pyrroline-4-hydroxy-2-carboxylate/5-Oxo-L-proline/L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate/5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$$D-Glutamine; D-2-Aminoglutaramic acid/L-Glutamine; L-2-Aminoglutaramic acid/3-Ureidoisobutyrate$3-Ureidopropionate; 3-Ureidopropanoate; beta-Ureidopropionic acid; N-Carbamoyl-beta-alanine/L-Asparagine; 2-Aminosuccinamic acid
Leukotriene metabolism	1	3	0.342240147887	E162	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
Glycine, serine, alanine and threonine metabolism	9	28	0.346021342744	E95,E8,E574,E371,E512,E677,E449,E237,E656	C00217/C05938/C00025,,C00217/C05938/C00025,C00073,C00217/C05938/C00025,,C00217/C05938/C00025,,C00155	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$$L-Homocysteine; L-2-Amino-4-mercaptobutyric acid
Butanoate metabolism	4	14	0.385429795815	E95,E574,E449,E512	C00217/C05938/C00025,C00217/C05938/C00025,C00217/C05938/C00025,C00217/C05938/C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
Biopterin metabolism	1	4	0.399126123855	E166		
Porphyrin metabolism	1	7	0.455423913957	E24		
Urea cycle/amino group metabolism	10	43	0.463742542643	E95,E159,E8,E587,E574,E371,E512,E684,E540,E449	C00217/C05938/C00025,,,,C00217/C05938/C00025,C00073,C00217/C05938/C00025,,,C00217/C05938/C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$$$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
C5-Branched dibasic acid metabolism	0	0	0.467523737501			
Pyruvate Metabolism	0	0	0.467523737501			
R Group Synthesis	0	0	0.467523737501			
Vitamin B2 (riboflavin) metabolism	0	0	0.467523737501			
Di-unsaturated fatty acid beta-oxidation	0	1	0.467523737501			
Hyaluronan Metabolism	0	0	0.467523737501			
Blood Group Biosynthesis	0	0	0.467523737501			
Propanoate metabolism	0	0	0.467523737501			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.467523737501			
Parathio degradation	0	0	0.467523737501			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.467523737501			
Vitamin B5 - CoA biosynthesis from pantothenate	0	3	0.467523737501			
3-oxo-10R-octadecatrienoate beta-oxidation	0	2	0.467523737501			
Alkaloid biosynthesis II	0	2	0.467523737501			
Vitamin B1 (thiamin) metabolism	0	2	0.467523737501			
Glycerolipid metabolism	0	0	0.467523737501			
Electron transport chain	0	1	0.467523737501			
Vitamin H (biotin) metabolism	0	2	0.467523737501			
Androgen and estrogen biosynthesis and metabolism	0	1	0.467523737501			
Vitamin E metabolism	0	2	0.467523737501			
Glycosaminoglycan degradation	0	0	0.467523737501			
Fatty Acid Metabolism	0	2	0.467523737501			
ROS Detoxification	0	0	0.467523737501			
Fatty acid oxidation	0	0	0.467523737501			
Saturated fatty acids beta-oxidation	0	2	0.467523737501			
CoA Catabolism	0	3	0.467523737501			
Omega-3 fatty acid metabolism	0	0	0.467523737501			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.467523737501			
Mono-unsaturated fatty acid beta-oxidation	0	0	0.467523737501			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	2	0.467523737501			
Geraniol degradation	0	0	0.467523737501			
Drug metabolism - cytochrome P450	0	1	0.467523737501			
Vitamin A (retinol) metabolism	0	0	0.467523737501			
De novo fatty acid biosynthesis	0	1	0.467523737501			
Glyoxylate and Dicarboxylate Metabolism	0	1	0.467523737501			
Lipoate metabolism	0	2	0.467523737501			
Heparan sulfate biosynthesis	0	0	0.467523737501			
Vitamin D	0	0	0.467523737501			
D4&E4-neuroprostanes formation	0	1	0.467523737501			
Keratan sulfate biosynthesis	0	0	0.467523737501			
Dynorphin metabolism	0	0	0.467523737501			
Fatty acid oxidation, peroxisome	0	0	0.467523737501			
Polyunsaturated fatty acid biosynthesis	0	0	0.467523737501			
3-Chloroacrylic acid degradation	0	0	0.467523737501			
Sphingolipid metabolism	0	0	0.467523737501			
Limonene and pinene degradation	0	1	0.467523737501			
O-Glycan biosynthesis	0	0	0.467523737501			
Ubiquinone Biosynthesis	0	1	0.467523737501			
1- and 2-Methylnaphthalene degradation	0	0	0.467523737501			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.467523737501			
Fatty acid activation	0	2	0.467523737501			
Nucleotide Sugar Metabolism	0	0	0.467523737501			
Carbon fixation	0	0	0.467523737501			
Prostaglandin formation from arachidonate	0	1	0.467523737501			
Benzoate degradation via CoA ligation	0	0	0.467523737501			
Atrazine degradation	0	0	0.467523737501			
Proteoglycan biosynthesis	0	0	0.467523737501			
Vitamin K metabolism	0	0	0.467523737501			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.467523737501			
Pentose and Glucuronate Interconversions	0	1	0.467523737501			
Vitamin D3 (cholecalciferol) metabolism	0	0	0.467523737501			
C21-steroid hormone biosynthesis and metabolism	0	2	0.467523737501			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.467523737501			
Drug metabolism - other enzymes	0	0	0.467523737501			
Selenoamino acid metabolism	0	2	0.467523737501			
Phytanic acid peroxisomal oxidation	0	0	0.467523737501			
Omega-6 fatty acid metabolism	0	0	0.467523737501			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.467523737501			
