EID	massfeature_rows	str_row_ion	compounds	compound_names
E539	row1289	row1289_M+Na[1+]	C00399	Ubiquinone; Coenzyme Q; CoQ; Q
E541	row1869	row1869_M+H[1+]	C03214;C00441;C03508	2-Amino-3-oxobutanoate; 2-Amino-acetoacetate$L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde$L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid
E547	row1918;row229	row1918_M+H2O+H[1+];row229_M+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol
E549	row1145	row1145_M+Na[1+]	C02373	4-Methylpentanal; Isocaproaldehyde; Isohexanal
E550	row1423	row1423_M+H[1+]	C00166;C05838;C02763;C00811	Phenylpyruvate; Phenylpyruvic acid; alpha-Ketohydrocinnamic acid; keto-Phenylpyruvate; 3-Phenyl-2-oxopropanoate$cis-2-Hydroxycinnamate; 2-Coumarinate$enol-Phenylpyruvate; enol-Phenylpyruvic acid; enol-alpha-Ketohydrocinnamic acid; 2-Hydroxy-3-phenylpropenoate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate
E552	row1305;row493;row836;row991	row1305_M-H2O+H[1+];row493_M-H4O2+H[1+];row836_M+H[1+];row991_M-CO+H[1+]	C00439	N-Formimino-L-glutamate; N-Formimidoyl-L-glutamate
E557	row1176	row1176_M+H[1+]	C00026	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid
E561	row1663	row1663_M-H2O+H[1+]	C00077;C00515;C01602	L-Ornithine; (S)-2,5-Diaminovaleric acid; (S)-2,5-Diaminopentanoic acid; (S)-2,5-Diaminopentanoate$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate
E565	row670;row842	row670_M+H[1+];row842_M+H2O+H[1+]	C00153	Nicotinamide; Nicotinic acid amide; Niacinamide; Vitamin PP
E568	row395	row395_M-H2O+H[1+]	C00180;C00633	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde
E573	row1239	row1239_M-H2O+H[1+]	C00762;C01780	Cortisone; 17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione; Kendall's compound E; Reichstein's substance Fa$Aldosterone; 11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al
E583	row1430	row1430_M+Na[1+]	CE2061	
E588	row1605;row25;row58	row1605_M-CO2+H[1+];row25_M-H2O+H[1+];row58_M-HCOOH+H[1+]	CE2576	
E598	row511	row511_M+H[1+]	C00250	Pyridoxal
E600	row1311	row1311_M+H[1+]	CE5320;CE5308	3-oxo-6(S)-hydroxy-tetradec-8Z-enoate$3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate
E601	row285;row407	row285_M-CO2+H[1+];row407_M-H2O+H[1+]	C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
E609	row1264	row1264_M+H[1+]	C05938;C00217;C00025;C00302	L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E612	row683	row683_M+H[1+]	CE1944	1-pyrroline
E613	row82;row923	row82_M-CO+H[1+];row923_M-H2O+H[1+]	C00906	5,6-Dihydrothymine; Dihydrothymine; 5,6-Dihydro-5-methyluracil
E621	row1160;row664	row1160_M+H[1+];row664_M(C13)+H[1+]	C01026;C01205;C02356;C00334;C03284;C05145	N,N-Dimethylglycine; Dimethylglycine$(R)-3-Amino-2-methylpropanoate; D-3-Amino-isobutanoate$(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$4-Aminobutanoate; 4-Aminobutanoic acid; 4-Aminobutyrate; 4-Aminobutyric acid; gamma-Aminobutyric acid$L-3-Amino-isobutanoate; (S)-3-Amino-isobutyrate; L-3-Amino-isobutyrate; (S)-3-Amino-isobutanoate; (S)-3-Amino-2-methylpropanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate
E622	row1849;row453	row1849_M+H[1+];row453_M-C3H4O2+H[1+]	C00645;C00140;C01074	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc
E623	row1896	row1896_M+H[1+]	C14765;CE5527;CE5526	13-OxoODE; 13-KODE; (9Z,11E)-13-Oxooctadeca-9,11-dienoic acid$$
E633	row1825;row796	row1825_M+H[1+];row796_M+Na[1+]	C02838	L-Octanoylcarnitine
E638	row1186	row1186_M-H2O+H[1+]	C01736;C05512	Nebularine; Purine riboside; N-D-Ribosylpurine$Deoxyinosine
E645	row1529	row1529_M+H[1+]	C06144	3-Butynoate
E651	row116	row116_M+H[1+]	CE5665	leukoaminochrome
E652	row1647;row632	row1647_M-CO+H[1+];row632_M-H2O+H[1+]	C01252	4-(2-Aminophenyl)-2,4-dioxobutanoate
E655	row50	row50_M+H[1+]	C00588;C05594	Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine$3-Methoxy-4-hydroxyphenylethyleneglycol
E660	row658;row727	row658_M+H2O+H[1+];row727_M+H[1+]	C05587;C07453	3-Methoxytyramine$Epinine; Deoxyepinephrine
E663	row1209;row762;row995	row1209_M-H2O+H[1+];row762_M-CO+H[1+];row995_M-HCOOH+H[1+]	C03087	5-Acetamidopentanoate
E666	row1060	row1060_M+Na[1+]	C16365	5-Acetylamino-6-formylamino-3-methyluracil; AFMU
E668	row1237	row1237_M+H[1+]	C00794;C01697;C01507	D-Sorbitol; D-Glucitol; L-Gulitol; Sorbitol$Galactitol; Dulcitol; Dulcose$L-Iditol
E672	row1053;row1854	row1053_M-H4O2+H[1+];row1854_M-H2O+H[1+]	C00429;C02512	5,6-Dihydrouracil; 2,4(1H,3H)-Pyrimidinedione, dihydro-; Dihydrouracile; Dihydrouracil; 5,6-Dihydro-2,4-dihydroxypyrimidine; Hydrouracil$3-Cyano-L-alanine; L-3-Cyanoalanine; L-beta-Cyanoalanine
E673	row376	row376_M+H[1+]	C02714	N-Acetylputrescine
E676	row1205;row1294;row1365;row463	row1205_M+H[1+];row1294_M+H2O+H[1+];row1365_M-H2O+H[1+];row463_M-CO2+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E678	row22	row22_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine
E680	row71	row71_M-H2O+H[1+]	C05938;C00217;C00025	L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
E683	row221	row221_M+H[1+]	C03564;C03912	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate$(S)-1-Pyrroline-5-carboxylate; L-1-Pyrroline-5-carboxylate; 1-Pyrroline-5-carboxylate
E684	row1809;row717	row1809_M+H2O+H[1+];row717_M+H[1+]	C03912	(S)-1-Pyrroline-5-carboxylate; L-1-Pyrroline-5-carboxylate; 1-Pyrroline-5-carboxylate
E687	row405;row73	row405_M-CO+H[1+];row73_M-H2O+H[1+]	C03239;C04076;C02946	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$4-Acetamidobutanoate; N4-Acetylaminobutanoate
E702	row1660;row1858;row812	row1660_M[1+];row1858_M+H2O+H[1+];row812_M+H[1+]	C00671;C06102;C03465;C00233	(S)-3-Methyl-2-oxopentanoic acid; (S)-3-Methyl-2-oxopentanoate; (3S)-3-Methyl-2-oxopentanoic acid; (3S)-3-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate$4-Methyl-2-oxopentanoate; 2-Oxoisocaproate
E703	row1416	row1416_M+Na[1+]	C06178	1-Methylpyrrolinium
E709	row499	row499_M+H[1+]	C03239;C04076;C02946	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$4-Acetamidobutanoate; N4-Acetylaminobutanoate
E711	row795	row795_M+Na[1+]	C01582;C00795;C13747;C00221;C00267;C07480;C00137;C00962;C00095;C00247;C00031;C00159;C00936;C00738;C02336;C00984;C00293;C00124	Galactose$D-Tagatose; lyxo-Hexulose$1,7-Dimethylxanthine; Paraxanthine$beta-D-Glucose$alpha-D-Glucose$$myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I$beta-D-Galactose$D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose$L-Sorbose; L-xylo-Hexulose$D-Glucose; Grape sugar; Dextrose$D-Mannose; Mannose; Seminose; Carubinose$$D-Hexose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Galactose$Glucose$D-Galactose
E712	row1506;row453	row1506_M+H[1+];row453_M+H2O+H[1+]	C03341	2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate
E714	row1617	row1617_M+H[1+]	C00864	Pantothenate; Pantothenic acid; (R)-Pantothenate
E715	row1628	row1628_M-H2O+H[1+]	C06102;C03465;C00233	Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate$4-Methyl-2-oxopentanoate; 2-Oxoisocaproate
E718	row788	row788_M+Na[1+]	C11409;C02452;C00964;C02759	(+)-trans-Carveol; (4S,6R)-trans-Carveol$Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(-)-trans-Carveol$
E719	row424	row424_M+H[1+]	C00760	Cellulose; (1,4-beta-D-Glucosyl)n; (1,4-beta-D-Glucosyl)n+1; (1,4-beta-D-Glucosyl)n-1; 1,4-beta-D-Glucan; Microcrystalline cellulose
E722	row1184;row57	row1184_M-H2O+H[1+];row57_M-HCOOH+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E726	row1794	row1794_M+H[1+]	C02727	N6-Acetyl-L-lysine
E728	row1394	row1394_M+H[1+]	gudac;C00581	Guanidinoacetate$Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid
E732	row1661	row1661_M+H[1+]	C00135	L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid
E734	row1365;row1545;row1589;row1707;row1878	row1365_M-C3H4O2+H[1+];row1545_M+H[1+];row1589_M-CO+H[1+];row1707_M+H2O+H[1+];row1878_M-H2O+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E735	row1571;row963	row1571_M+H[1+];row963_M+H2O+H[1+]	C01595	Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid
E736	row1403	row1403_M+Na[1+]	C03078	4-Guanidinobutanamide
E738	row1586	row1586_M+H[1+]	C00147	Adenine; 6-Aminopurine
E739	row1648	row1648_M+H[1+]	CE1918;CE5629	5-hydroxytryptophol$1,2-dehydrosalsolinol
E745	row1809	row1809_M+H[1+]	C03341	2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate
E747	row452	row452_M-H2O+H[1+]	C01189;C03845;C00187;CE2315;C03091	5alpha-Cholest-7-en-3beta-ol; Lathosterol$5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol$Cholesterol; Cholest-5-en-3beta-ol$cholesta-8(9)-en-3beta-ol$5beta-Cholestan-3-one; Coprostan-3-one
E758	row785	row785_M-H2O+H[1+]	C00329	D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose
E764	row120;row1681	row120_M+H[1+];row1681_M[1+]	CE5820	histidyl-prolinamide
E771	row1374;row1846;row604	row1374_M+H[1+];row1846_M+H2O+H[1+];row604_M-CO2+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol
E774	row1468;row1472	row1468_M-H2O+H[1+];row1472_M+H2O+H[1+]	C03758	Dopamine; 4-(2-Aminoethyl)-1,2-benzenediol; 4-(2-Aminoethyl)benzene-1,2-diol; 3,4-Dihydroxyphenethylamine; 2-(3,4-Dihydroxyphenyl)ethylamine
E778	row488	row488_M+H[1+]	C03943	(2R,4S)-2,4-Diaminopentanoate; D-threo-2,4-Diaminopentanoate; 2,4-Diaminopentanoate
E782	row970	row970_M+Na[1+]	C06206	Benzoyl phosphate
E783	row1714;row1827	row1714_M+H[1+];row1827_M[1+]	C00550	Sphingomyelin
E784	row1527;row1671	row1527_M(C13)+H[1+];row1671_M+H[1+]	C05469;C05473;C01124;C00735	17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione; 5beta-Pregnane-17alpha,21-diol-3,11,20-trione; 4,5beta-Dihydrocortisone$11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al$18-Hydroxycorticosterone$Cortisol; Hydrocortisone; 11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione; Kendall's compound F; Reichstein's substance M
E787	row1456;row1611;row1725	row1456_M+H[1+];row1611_M-HCOOH+H[1+];row1725_M(C13)+H[1+]	C00431;C00719;C00183	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate$L-Valine; 2-Amino-3-methylbutyric acid
E794	row930	row930_M-H2O+H[1+]	C01416	Cocaine; l-Cocain; beta-Cocain
E798	row814	row814_M+H[1+]	C00378	Thiamin; Thiamine; Vitamin B1; Aneurin; Antiberiberi factor
E801	row1720	row1720_M+H[1+]	C14762;C14825;C14826	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid
E802	row1125;row1416	row1125_M+H[1+];row1416_M+H2O+H[1+]	C00246	Butanoic acid; Butanoate; Butyrate; Butyric acid
E805	row788	row788_M+H[1+]	C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
E809	row781	row781_M+H[1+]	C03415	N2-Succinyl-L-ornithine; (2S)-5-Amino-2-(3-carboxypropanoylamino)pentanoic acid
E811	row567;row882	row567_M+Na[1+];row882_M[1+]	C05933	N-(omega)-Hydroxyarginine
E813	row535;row702;row747;row792;row819	row535_M(C13)+H[1+];row702_M+H[1+];row747_M-NH3+H[1+];row792_M-HCOOH+H[1+];row819_M(S34)+H[1+]	C00073	L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid
E814	row1854;row387	row1854_M-NH3+H[1+];row387_M-H2O+H[1+]	C00791	
E815	row272	row272_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate
E830	row290	row290_M+H[1+]	C03564;C03912	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate$(S)-1-Pyrroline-5-carboxylate; L-1-Pyrroline-5-carboxylate; 1-Pyrroline-5-carboxylate
E832	row804	row804_M+H[1+]	C02642;C00152	3-Ureidopropionate; 3-Ureidopropanoate; beta-Ureidopropionic acid; N-Carbamoyl-beta-alanine$L-Asparagine; 2-Aminosuccinamic acid
E838	row1104	row1104_M+H[1+]	C14860	
E839	row917	row917_M+Na[1+]	CE2061	
E843	row1556;row315	row1556_M+2H[2+];row315_M-H2O+H[1+]	C01736;C05512	Nebularine; Purine riboside; N-D-Ribosylpurine$Deoxyinosine
E844	row1556	row1556_M+H[1+]	C00178;C02835	Thymine; 5-Methyluracil$Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate
E846	row1881	row1881_M+H[1+]	C00542;C02291	Cystathionine$L-Cystathionine
E848	row1091;row670;row842	row1091_M-CO+H[1+];row670_M-H2O+H[1+];row842_M+H[1+]	C05828	Methylimidazoleacetic acid; Tele-methylimidazoleacetic acid; 1-Methyl-4-imidazoleacetic acid; 1-Methylimidazole-4-acetate; Methylimidazoleacetate
E850	row255	row255_M-H2O+H[1+]	CE1262	
E855	row1661	row1661_M-H2O+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E861	row992	row992_M-H2O+H[1+]	C00836	Sphinganine; Dihydrosphingosine; 2-Amino-1,3-dihydroxyoctadecane
E863	row1018;row1049;row636	row1018_M+H2O+H[1+];row1049_M-HCOOH+H[1+];row636_M+H[1+]	CE2577	
E865	row892	row892_M-H2O+H[1+]	C05823	3-Mercaptolactate; L-3-Mercaptolactate; (R)-3-Mercaptolactate
E866	row1695;row1773;row490;row562;row76	row1695_M+H[1+];row1773_M+H2O+H[1+];row490_M-CO+H[1+];row562_M-CO2+H[1+];row76_M-C3H4O2+H[1+]	C12448;egme	Ecgonine methyl ester; Methyl ecgonine$ecgonine methyl ester
E869	row683;row763;row840	row683_M-HCOOH+H[1+];row763_M+H[1+];row840_M(C13)+H[1+]	C00763;C00148;CE4788	D-Proline$L-Proline; 2-Pyrrolidinecarboxylic acid$acetamidopropanal
E871	row1060	row1060_M+H[1+]	C00647	Pyridoxamine phosphate; Pyridoxamine 5-phosphate; Pyridoxamine 5'-phosphate
E887	row1608	row1608_M+H[1+]	odecrn;elaidcrn;vacccrn	octadecenoyl carnitine$Elaidic carnitine$Vaccenyl carnitine
E894	row942	row942_M+Na[1+]	C14860	
E901	row1184;row272;row57	row1184_M+H[1+];row272_M-NH3+H[1+];row57_M-CO+H[1+]	C00135	L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid
E903	row1545;row1878;row824	row1545_M+H2O+H[1+];row1878_M+H[1+];row824_M-H4O2+H[1+]	C00079;CE2172	L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid$
E904	row1757;row799;row923	row1757_M[1+];row799_M+H[1+];row923_M-CO+H[1+]	C00785	Urocanate; Urocanic acid
E908	row1067;row378;row645	row1067_M-H2O+H[1+];row378_M-H4O2+H[1+];row645_M-HCOOH+H[1+]	C08261	
E909	row1127	row1127_M-H2O+H[1+]	C01189;C03845;C00187;CE2315;C03091	5alpha-Cholest-7-en-3beta-ol; Lathosterol$5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol$Cholesterol; Cholest-5-en-3beta-ol$cholesta-8(9)-en-3beta-ol$5beta-Cholestan-3-one; Coprostan-3-one
E910	row1477;row1772	row1477_M(C13)+H[1+];row1772_M+H[1+]	C00430;C03440;C01165;C01157;C01110	5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E912	row322	row322_M+H[1+]	C05519;C00188	L-Allothreonine; L-allo-Threonine$L-Threonine; 2-Amino-3-hydroxybutyric acid
E916	row1858;row1915;row812	row1858_M+H[1+];row1915_M[1+];row812_M-H2O+H[1+]	C00418	(R)-Mevalonate; Mevalonic acid; 3,5-Dihydroxy-3-methylvaleric acid
E917	row71	row71_M+H[1+]	C04282;C04281;C02238;C01879	1-Pyrroline-4-hydroxy-2-carboxylate$L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate$5-Oxo-L-proline$5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid
E919	row1275;row1648;row736	row1275_M[1+];row1648_M-H2O+H[1+];row736_M-CO+H[1+]	CE2173;C16586	$2-Phenyl-1,3-propanediol monocarbamate
E921	row1012;row1459	row1012_M+H[1+];row1459_M-NH3+H[1+]	C00388	1H-Imidazole-4-ethanamine; Histamine; 2-(4-Imidazolyl)ethylamine
E922	row1659;row25;row522;row58	row1659_M-CO2+H[1+];row25_M+H[1+];row522_M-HCOOH+H[1+];row58_M-CO+H[1+]	CE2577	
E923	row1670;row543;row817	row1670_M+H[1+];row543_M-H4O2+H[1+];row817_M[1+]	C00763;C00148;CE4788	D-Proline$L-Proline; 2-Pyrrolidinecarboxylic acid$acetamidopropanal
E924	row1896	row1896_M-H2O+H[1+]	C14827;C04717	9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid$(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid
E933	row1156	row1156_M-H2O+H[1+]	C03087	5-Acetamidopentanoate
E943	row528	row528_M+H[1+]	C02505;C02558	2-Phenylacetamide$N-Acetylarylamine
E949	row1293	row1293_M+H[1+]	C00312;C00310;C00508;C00259;CE5277;C00121;C00181;C00309	L-Xylulose; L-threo-Pentulose; L-Lyxulose$D-Xylulose; D-threo-Pentulose; D-Lyxulose$L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose$L-Arabinose; L-Arabinopyranose$aminochrome o-semiquinone$D-Ribose$D-Xylose; Wood sugar$D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose
E955	row1424	row1424_M-H2O+H[1+]	CE2173;C16586	$2-Phenyl-1,3-propanediol monocarbamate
E956	row343;row696;row814	row343_M+Na[1+];row696_M+H[1+];row814_M(C13)+H[1+]	C05642;C04148	Formyl-N-acetyl-5-methoxykynurenamine$alpha-N-Phenylacetyl-L-glutamine
E959	row978	row978_M+H[1+]	C05642;C04148	Formyl-N-acetyl-5-methoxykynurenamine$alpha-N-Phenylacetyl-L-glutamine
E961	row1093;row1159;row1258;row1802;row1860;row1893	row1093_M-H2O+H[1+];row1159_M-HCOOH+H[1+];row1258_M+Na[1+];row1802_M(C13)+H[1+];row1860_M+H[1+];row1893_M-NH3+H[1+]	C00819;C00064;C05100	D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate
E965	row357	row357_M-H2O+H[1+]	C01736;C05512	Nebularine; Purine riboside; N-D-Ribosylpurine$Deoxyinosine
E968	row1647;row1788	row1647_M-H2O+H[1+];row1788_M-HCOOH+H[1+]	C00355	3,4-Dihydroxy-L-phenylalanine; L-Dopa; 3-Hydroxy-L-tyrosine; L-beta-(3,4-Dihydroxyphenyl)alanine; Levodopa; Dihydroxy-L-phenylalanine
E969	row1026;row1191;row1526;row1775	row1026_M(C13)+H[1+];row1191_M+H[1+];row1526_M-CO+H[1+];row1775_M+H2O+H[1+]	C05842;C05843	N1-Methyl-2-pyridone-5-carboxamide; N'-Methyl-2-pyridone-5-carboxamide; 1-Methyl-5-carboxylamide-2-pyridone$N1-Methyl-4-pyridone-5-carboxamide; N'-Methyl-4-pyridone-5-carboxamide; 1-Methyl-4-pyridone-3-carboximide
E970	row1516;row1607;row1678;row622	row1516_M+H[1+];row1607_M-H2O+H[1+];row1678_M-NH3+H[1+];row622_M-C3H4O2+H[1+]	pcrn	propionyl-carnitine
E972	row1936	row1936_M+H[1+]	C00954;C05634	Indole-3-acetate; Indole-3-acetic acid; (Indol-3-yl)acetate; Indoleacetate; Indoleacetic acid$5-Hydroxyindoleacetaldehyde
E975	row1782;row1787;row522;row58	row1782_M+K[1+];row1787_M+H2O+H[1+];row522_M-H4O2+H[1+];row58_M-H2O+H[1+]	C06423	Octanoic acid; Caprylic acid; Octylic acid
E983	row111	row111_M+H[1+]	C00819;C00064;C05100	D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate
E986	row1397;row1534;row1872	row1397_M-HCOOH+H[1+];row1534_M+H[1+];row1872_M(C13)+H[1+]	C01152	N(pi)-Methyl-L-histidine; 1-Methylhistidine; N-pros-Methyl-L-histidine
E990	row2	row2_M+H[1+]	C00212;C00330	Adenosine$Deoxyguanosine; 2'-Deoxyguanosine
E991	row632	row632_M+H[1+]	C14802;C14800;C01717	1-Nitronaphthalene-7,8-oxide$1-Nitronaphthalene-5,6-oxide$4-Hydroxy-2-quinolinecarboxylic acid; Kynurenic acid; Kynurenate
E993	row1507	row1507_M-H2O+H[1+]	C03758	Dopamine; 4-(2-Aminoethyl)-1,2-benzenediol; 4-(2-Aminoethyl)benzene-1,2-diol; 3,4-Dihydroxyphenethylamine; 2-(3,4-Dihydroxyphenyl)ethylamine
E994	row551	row551_M+H[1+]	C00212;C00330	Adenosine$Deoxyguanosine; 2'-Deoxyguanosine
E995	row285	row285_M+H[1+]	C02714	N-Acetylputrescine
E996	row520	row520_M+H[1+]	C06124	Sphingosine 1-phosphate; Sphing-4-enine 1-phosphate
E1000	row928	row928_M+H[1+]	C06459	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate
E1006	row154;row1836;row984	row154_M+H[1+];row1836_M-H2O+H[1+];row984_M-CO+H[1+]	C03087	5-Acetamidopentanoate
E1007	row766	row766_M-H2O+H[1+]	pcrn	propionyl-carnitine
E1016	row1205;row433;row661;row924	row1205_M-CO2+H[1+];row433_M-H4O2+H[1+];row661_M+H[1+];row924_M-HCOOH+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E1019	row1411	row1411_M-H2O+H[1+]	C00248	Lipoamide; Thioctic acid amide
E1020	row904	row904_M+H[1+]	C00026	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid
E1024	row384	row384_M+H[1+]	C00153	Nicotinamide; Nicotinic acid amide; Niacinamide; Vitamin PP
