EID	massfeature_rows	str_row_ion	compounds	compound_names
E528	row1360	row1360_M+H[1+]	C10164;C00253	$Nicotinate; Nicotinic acid; Niacin; 3-Pyridinecarboxylic acid
E529	row517;row910	row517_M+H[1+];row910_M[1+]	C13747;CE5541;C07480	1,7-Dimethylxanthine; Paraxanthine$adrenochrome o-semiquinone$
E533	row1844	row1844_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol
E536	row442	row442_M-H2O+H[1+]	C00250	Pyridoxal
E545	row724	row724_M+H[1+]	C03564;C03912	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate$(S)-1-Pyrroline-5-carboxylate; L-1-Pyrroline-5-carboxylate; 1-Pyrroline-5-carboxylate
E546	row1652;row1707;row890	row1652_M-H2O+H[1+];row1707_M(C13)+H[1+];row890_M+H[1+]	C00430;C03440;C01165;C01157;C01110	5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E547	row943	row943_M+H[1+]	CE2615	2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline
E552	row1691	row1691_M+H[1+]	C00847	4-Pyridoxate; 4-Pyridoxic acid
E554	row1500;row49	row1500_M+H[1+];row49_M+H2O+H[1+]	C00246	Butanoic acid; Butanoate; Butyrate; Butyric acid
E555	row1538;row374;row394	row1538_M+H[1+];row374_M+H2O+H[1+];row394_M-C3H4O2+H[1+]	CE2122	methyl indole-3-acetate
E560	row1467	row1467_M+H[1+]	CE5665	leukoaminochrome
E566	row1093	row1093_M+H[1+]	C00147	Adenine; 6-Aminopurine
E569	row239;row280	row239_M+H[1+];row280_M-CO+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E570	row1443	row1443_M-H2O+H[1+]	C00407;C00123	L-Isoleucine; 2-Amino-3-methylvaleric acid$L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine
E574	row222;row296	row222_M+H[1+];row296_M+Na[1+]	C11409;C02452;C00964;C02759	(+)-trans-Carveol; (4S,6R)-trans-Carveol$Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(-)-trans-Carveol$
E577	row1098;row150	row1098_M+H[1+];row150_M-CO2+H[1+]	C00441;C03508	L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde$L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid
E582	row303	row303_M-H2O+H[1+]	CE2705;CE5236	quinonoid dihydrobiopterin$O2'-4a-cyclic-tetrahydrobiopterin
E591	row1099;row1452;row1722	row1099_M-C3H4O2+H[1+];row1452_M-H2O+H[1+];row1722_M(S34)+H[1+]	C00025	L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
E595	row199	row199_M+Na[1+]	C06099;C06306;C06078;C00521	(+)-Limonene; (+)-(R)-Limonene; (+)-(4R)-Limonene$$$(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene
E599	row903	row903_M+H[1+]	CE5665	leukoaminochrome
E602	row977	row977_M+H[1+]	C02505;C02558	2-Phenylacetamide$N-Acetylarylamine
E603	row1163;row316	row1163_M-H2O+H[1+];row316_M+H[1+]	C00906	5,6-Dihydrothymine; Dihydrothymine; 5,6-Dihydro-5-methyluracil
E608	row168	row168_M-H2O+H[1+]	CE2576	
E609	row205	row205_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol
E611	row101	row101_M+H[1+]	C05828	Methylimidazoleacetic acid; Tele-methylimidazoleacetic acid; 1-Methyl-4-imidazoleacetic acid; 1-Methylimidazole-4-acetate; Methylimidazoleacetate
E615	row1145;row567;row699	row1145_M-NH3+H[1+];row567_M+H[1+];row699_M+H2O+H[1+]	C12448;egme	Ecgonine methyl ester; Methyl ecgonine$ecgonine methyl ester
E623	row508;row606	row508_M+H2O+H[1+];row606_M+H[1+]	C02505;C02558	2-Phenylacetamide$N-Acetylarylamine
E630	row1504;row1530;row817	row1504_M-HCOOH+H[1+];row1530_M-H4O2+H[1+];row817_M-H2O+H[1+]	C08261	
E633	row1244	row1244_M-H2O+H[1+]	C00847	4-Pyridoxate; 4-Pyridoxic acid
E635	row1379	row1379_M-H2O+H[1+]	C05588	L-Metanephrine
E637	row489;row915	row489_M(C13)+H[1+];row915_M+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E641	row1026;row1749;row935	row1026_M-H2O+H[1+];row1749_M-CO2+H[1+];row935_M-CO+H[1+]	C00588;C05594	Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine$3-Methoxy-4-hydroxyphenylethyleneglycol
E642	row234;row571;row762;row815	row234_M-H2O+H[1+];row571_M-HCOOH+H[1+];row762_M-NH3+H[1+];row815_M+H[1+]	C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
E643	row1316	row1316_M-H2O+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E644	row803	row803_M+H[1+]	C06114	gamma-Glutamyl-beta-aminopropiononitrile; gamma-Glutamyl-3-aminopropiononitrile
E645	row137	row137_M-H2O+H[1+]	CE5665	leukoaminochrome
E655	row1672	row1672_M+H[1+]	C00312;C00310;C00508;C00259;C00181;C00309;CE5277;C00121	L-Xylulose; L-threo-Pentulose; L-Lyxulose$D-Xylulose; D-threo-Pentulose; D-Lyxulose$L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose$L-Arabinose; L-Arabinopyranose$D-Xylose; Wood sugar$D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose$aminochrome o-semiquinone$D-Ribose
E658	row1273;row835;row995	row1273_M-H2O+H[1+];row835_M+H[1+];row995_M(C13)+H[1+]	C01026;C01205;C02356;C00334;C03284;C05145	N,N-Dimethylglycine; Dimethylglycine$(R)-3-Amino-2-methylpropanoate; D-3-Amino-isobutanoate$(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$4-Aminobutanoate; 4-Aminobutanoic acid; 4-Aminobutyrate; 4-Aminobutyric acid; gamma-Aminobutyric acid$L-3-Amino-isobutanoate; (S)-3-Amino-isobutyrate; L-3-Amino-isobutyrate; (S)-3-Amino-isobutanoate; (S)-3-Amino-2-methylpropanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate
E659	row1429	row1429_M+H[1+]	C00147	Adenine; 6-Aminopurine
E668	row12;row1311;row1320;row253;row637;row927	row12_M+H[1+];row1311_M+H2O+H[1+];row1320_M-CO2+H[1+];row253_M(C13)+H[1+];row637_M+H2O+H[1+];row927_M+H[1+]	C11924	Perillic acid
E670	row517;row867	row517_M+Na[1+];row867_M[1+]	CE4968;CE4970	isovalerylglycine$2-methylbutyrylglycine
E671	row507	row507_M+Na[1+]	C05933;C06212	N-(omega)-Hydroxyarginine$N-Methylserotonin
E685	row831	row831_M+H[1+]	C03087	5-Acetamidopentanoate
E687	row1055;row1637;row1773;row250	row1055_M-H2O+H[1+];row1637_M-HCOOH+H[1+];row1773_M+H[1+];row250_M(C13)+H[1+]	C05519;C00188	L-Allothreonine; L-allo-Threonine$L-Threonine; 2-Amino-3-hydroxybutyric acid
E692	row1064	row1064_M+Na[1+]	CE2152	
E702	row1826	row1826_M+H[1+]	C00153	Nicotinamide; Nicotinic acid amide; Niacinamide; Vitamin PP
E706	row1136;row869	row1136_M+H2O+H[1+];row869_M+H[1+]	C07054	Isoniazid
E710	row783	row783_M-H2O+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E711	row1834	row1834_M-H2O+H[1+]	C00431;C00183;C00719	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine; 2-Amino-3-methylbutyric acid$Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate
E712	row387	row387_M+H[1+]	C00262	Hypoxanthine; Purine-6-ol
E719	row496	row496_M+H[1+]	C05543	3-Dehydroxycarnitine
E721	row1025;row1137;row131;row1855;row254;row526;row809;row832;row93;row985	row1025_M-HCOOH+H[1+];row1137_M-H2O+H[1+];row131_M-HCOOH+H[1+];row1855_M+H[1+];row254_M-H4O2+H[1+];row526_M-C3H4O2+H[1+];row809_M-H2O+H[1+];row832_M-H4O2+H[1+];row93_M-C3H4O2+H[1+];row985_M-CO2+H[1+]	C08261	
E723	row287	row287_M+Na[1+]	C05650	Tetrahydropteridine; 5,6,7,8-Tetrahydropteridine
E725	row1512;row219;row239;row280	row1512_M+H2O+H[1+];row219_M-CO+H[1+];row239_M-H2O+H[1+];row280_M-HCOOH+H[1+]	CE2176	3-O-methyldopa
E727	row1171;row118;row779;row982	row1171_M+H[1+];row118_M-H2O+H[1+];row779_M+H2O+H[1+];row982_M-CO+H[1+]	C00906	5,6-Dihydrothymine; Dihydrothymine; 5,6-Dihydro-5-methyluracil
E733	row1196;row1797;row542;row968	row1196_M+H[1+];row1797_M-HCOOH+H[1+];row542_M(C13)+H[1+];row968_M-NH3+H[1+]	C00078;C00525	L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid$D-Tryptophan
E736	row7	row7_M+H[1+]	C00153	Nicotinamide; Nicotinic acid amide; Niacinamide; Vitamin PP
E742	row248	row248_M+H[1+]	CE5665	leukoaminochrome
E744	row1135	row1135_M+H[1+]	C03341	2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate
E747	row732	row732_M+Na[1+]	C00794;C01697;C01507	D-Sorbitol; D-Glucitol; L-Gulitol; Sorbitol$Galactitol; Dulcitol; Dulcose$L-Iditol
E751	row884	row884_M+H[1+]	C02505;C02558	2-Phenylacetamide$N-Acetylarylamine
E754	row404	row404_M-H2O+H[1+]	C06486;C00386	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-$Carnosine; Nalpha-(beta-alanyl)-L-histidine
E760	row1075;row60;row788;row837;row929	row1075_M+H[1+];row60_M+Na[1+];row788_M+H2O+H[1+];row837_M-CO+H[1+];row929_M(C13)+H[1+]	C05842;C05843	N1-Methyl-2-pyridone-5-carboxamide; N'-Methyl-2-pyridone-5-carboxamide; 1-Methyl-5-carboxylamide-2-pyridone$N1-Methyl-4-pyridone-5-carboxamide; N'-Methyl-4-pyridone-5-carboxamide; 1-Methyl-4-pyridone-3-carboximide
E763	row1320;row669;row734	row1320_M-CO+H[1+];row669_M+H2O+H[1+];row734_M+H[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E766	row161	row161_M+H[1+]	CE5536;C01586	adrenochrome$Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid
E772	row1455;row1705;row670	row1455_M-NH3+H[1+];row1705_M-H4O2+H[1+];row670_M+H[1+]	C01035	4-Guanidinobutanoate
E775	row279	row279_M+H[1+]	C05522;C00380	Cytosine (in DNA)$Cytosine
E777	row1462	row1462_M+H[1+]	C00147	Adenine; 6-Aminopurine
E779	row1097	row1097_M+H[1+]	C14790	
E782	row408;row931	row408_M[1+];row931_M+Na[1+]	C05933	N-(omega)-Hydroxyarginine
E785	row163	row163_M+H[1+]	CE2061	
E788	row360	row360_M+H[1+]	C06423	Octanoic acid; Caprylic acid; Octylic acid
E794	row1728	row1728_M-H2O+H[1+]	C03087	5-Acetamidopentanoate
E797	row148;row35	row148_M-CO2+H[1+];row35_M-H2O+H[1+]	C07501	Felbamate
E803	row926	row926_M+H[1+]	C06459	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate
E813	row484	row484_M-H2O+H[1+]	C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
E815	row1014;row1396;row1628;row18;row1804;row752	row1014_M-H2O+H[1+];row1396_M-NH3+H[1+];row1628_M+H[1+];row18_M+Na[1+];row1804_M(C13)+H[1+];row752_M-H4O2+H[1+]	C00047	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid
E820	row1122;row1385;row764	row1122_M-NH3+H[1+];row1385_M-H4O2+H[1+];row764_M-H2O+H[1+]	C00047	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid
E825	row1081	row1081_M+H[1+]	C02693	Indole-3-acetamide
E828	row1023	row1023_M+Na[1+]	C00311;C00158;C04575	Isocitrate; Isocitric acid; 1-Hydroxytricarballylic acid; 1-Hydroxypropane-1,2,3-tricarboxylic acid$Citrate; Citric acid; 2-Hydroxy-1,2,3-propanetricarboxylic acid; 2-Hydroxytricarballylic acid$
E833	row527	row527_M+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E840	row652	row652_M+Na[1+]	C06099;C06306;C06078;C00521	(+)-Limonene; (+)-(R)-Limonene; (+)-(4R)-Limonene$$$(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene
E848	row293	row293_M+H[1+]	C02714	N-Acetylputrescine
E851	row1265	row1265_M+H[1+]	C00166;C05838;C00811;C02763	Phenylpyruvate; Phenylpyruvic acid; alpha-Ketohydrocinnamic acid; keto-Phenylpyruvate; 3-Phenyl-2-oxopropanoate$cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate; enol-Phenylpyruvic acid; enol-alpha-Ketohydrocinnamic acid; 2-Hydroxy-3-phenylpropenoate
E853	row821	row821_M-H2O+H[1+]	CE2615	2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline
E856	row644	row644_M+H[1+]	C00178;C02835	Thymine; 5-Methyluracil$Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate
E865	row108;row1669;row219;row642	row108_M-HCOOH+H[1+];row1669_M-H2O+H[1+];row219_M-H4O2+H[1+];row642_M-C3H4O2+H[1+]	C00864	Pantothenate; Pantothenic acid; (R)-Pantothenate
E875	row1446	row1446_M+H[1+]	C00430;C03440;C03341;C01165;C01157;C01110	5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E878	row1723;row647	row1723_M-H2O+H[1+];row647_M-CO+H[1+]	C16591	3-Carbamoyl-2-phenylpropionic acid
E880	row1443;row1790	row1443_M-NH3+H[1+];row1790_M-H2O+H[1+]	C02714	N-Acetylputrescine
E886	row1005;row1483;row647	row1005_M-HCOOH+H[1+];row1483_M-H4O2+H[1+];row647_M+H[1+]	C00082;CE2174	L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine$
E887	row1512;row1669	row1512_M+H[1+];row1669_M-CO+H[1+]	CE2615	2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline
E889	row1166;row1421;row301	row1166_M-HCOOH+H[1+];row1421_M+H2O+H[1+];row301_M+H[1+]	C00079;CE2172	L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid$
E893	row1010;row1193	row1010_M-H2O+H[1+];row1193_M-HCOOH+H[1+]	C00864	Pantothenate; Pantothenic acid; (R)-Pantothenate
E894	row1723;row23;row68	row1723_M-NH3+H[1+];row23_M(C13)+H[1+];row68_M+H[1+]	C00328;C05647	L-Kynurenine; 3-Anthraniloyl-L-alanine$Formyl-5-hydroxykynurenamine
E902	row1488	row1488_M-H2O+H[1+]	C00431;C00183;C00719	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine; 2-Amino-3-methylbutyric acid$Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate
E905	row1141;row1738	row1141_M-H4O2+H[1+];row1738_M-H2O+H[1+]	C00268;C04244;C02953	Dihydrobiopterin; 6,7-Dihydrobiopterin; Quinoid-dihydrobiopterin; (6R)-6-(L-erythro-1,2-Dihydroxypropyl)-7,8-dihydro-6H-pterin$6-Lactoyl-5,6,7,8-tetrahydropterin$7,8-Dihydrobiopterin
E908	row50	row50_M+H[1+]	CE2577	
E910	row150;row160;row376;row757	row150_M-HCOOH+H[1+];row160_M+H[1+];row376_M-CO2+H[1+];row757_M-H2O+H[1+]	C05519;C00188	L-Allothreonine; L-allo-Threonine$L-Threonine; 2-Amino-3-hydroxybutyric acid
E913	row1089;row1122;row1486;row205;row642	row1089_M-CO2+H[1+];row1122_M+H[1+];row1486_M-H2O+H[1+];row205_M-NH3+H[1+];row642_M+H2O+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E915	row1609;row70	row1609_M+H[1+];row70_M+H[1+]	C00026	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid
E917	row1556	row1556_M-H2O+H[1+]	C01183;C02735;C00483	N,N-Dimethylaniline N-oxide$Phenylethanolamine; 2-Amino-1-phenylethanol$Tyramine; 2-(p-Hydroxyphenyl)ethylamine
E922	row1765	row1765_M+H[1+]	C03239;C04076;C02946	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$4-Acetamidobutanoate; N4-Acetylaminobutanoate
E925	row1141;row1738;row35	row1141_M-H2O+H[1+];row1738_M+H[1+];row35_M[1+]	C00645;C01074;C00140	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc
E928	row487	row487_M+H[1+]	C00785	Urocanate; Urocanic acid
E943	row1231;row1274	row1231_M+H[1+];row1274_M-CO+H[1+]	C00141	3-Methyl-2-oxobutanoic acid; 3-Methyl-2-oxobutyric acid; 3-Methyl-2-oxobutanoate; 2-Oxo-3-methylbutanoate; 2-Oxoisovalerate; 2-Oxoisopentanoate; alpha-Ketovaline; 2-Ketovaline; 2-Keto-3-methylbutyric acid
E947	row1406	row1406_M-H2O+H[1+]	C02714	N-Acetylputrescine
E949	row1616	row1616_M+H[1+]	C02714	N-Acetylputrescine
E959	row403;row811	row403_M-NH3+H[1+];row811_M+H[1+]	C00047	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid
E962	row1472;row1694;row1844	row1472_M-H2O+H[1+];row1694_M-H4O2+H[1+];row1844_M-C3H4O2+H[1+]	C00588;C05594	Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine$3-Methoxy-4-hydroxyphenylethyleneglycol
E963	row13	row13_M+Na[1+]	C06178	1-Methylpyrrolinium
E964	row808	row808_M+H[1+]	C00108	Anthranilate; Anthranilic acid; o-Aminobenzoic acid; Vitamin L1; 2-Aminobenzoate
E970	row49	row49_M+Na[1+]	C06178	1-Methylpyrrolinium
E973	row1050;row919	row1050_M+H2O+H[1+];row919_M+H[1+]	C00246	Butanoic acid; Butanoate; Butyrate; Butyric acid
E977	row358	row358_M-H2O+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E980	row1076;row422	row1076_M+H[1+];row422_M[1+]	C00763;CE4788;C00148	D-Proline$acetamidopropanal$L-Proline; 2-Pyrrolidinecarboxylic acid
E981	row1761	row1761_M+H[1+]	C03564;C03912	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate$(S)-1-Pyrroline-5-carboxylate; L-1-Pyrroline-5-carboxylate; 1-Pyrroline-5-carboxylate
E984	row302;row677	row302_M-H2O+H[1+];row677_M+H2O+H[1+]	C01183;C02735;C00483	N,N-Dimethylaniline N-oxide$Phenylethanolamine; 2-Amino-1-phenylethanol$Tyramine; 2-(p-Hydroxyphenyl)ethylamine
E989	row1800;row792	row1800_M+H[1+];row792_M+Na[1+]	CE2577	
E991	row1667;row1700;row1851	row1667_M+H[1+];row1700_M-H2O+H[1+];row1851_M+H2O+H[1+]	C00906	5,6-Dihydrothymine; Dihydrothymine; 5,6-Dihydro-5-methyluracil
E992	row351;row763	row351_M[1+];row763_M+H[1+]	C00135	L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid
E996	row1116;row320;row655	row1116_M+H[1+];row320_M-C3H4O2+H[1+];row655_M-HCOOH+H[1+]	CE2122	methyl indole-3-acetate
E1008	row1617	row1617_M+H[1+]	C00534	Pyridoxamine; PM
E1012	row435;row605	row435_M+H[1+];row605_M-CO+H[1+]	C03239;C04076;C02946	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$4-Acetamidobutanoate; N4-Acetylaminobutanoate
E1013	row41;row883	row41_M-H2O+H[1+];row883_M+H2O+H[1+]	C01183;C02735;C00483	N,N-Dimethylaniline N-oxide$Phenylethanolamine; 2-Amino-1-phenylethanol$Tyramine; 2-(p-Hydroxyphenyl)ethylamine
E1014	row1131	row1131_M+H[1+]	C00047	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid
E1015	row1136;row869	row1136_M-H2O+H[1+];row869_M-H4O2+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E1021	row299	row299_M+Na[1+]	C06178	1-Methylpyrrolinium
E1023	row441	row441_M+Na[1+]	C11409;C02452;C00964;C02759	(+)-trans-Carveol; (4S,6R)-trans-Carveol$Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(-)-trans-Carveol$
E1030	row578	row578_M-H2O+H[1+]	C00217;C05938;C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-4-Hydroxyglutamate semialdehyde$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
E1043	row707	row707_M+Na[1+]	CE2152	
E1047	row1055;row1411;row1773;row442;row535;row823	row1055_M-HCOOH+H[1+];row1411_M-H2O+H[1+];row1773_M-CO+H[1+];row442_M(S34)+H[1+];row535_M(C13)+H[1+];row823_M+H[1+]	C00025	L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
E1053	row512	row512_M+Na[1+]	C00532;C00379	L-Arabitol; L-Arabinol; L-Arabinitol; L-Lyxitol$Xylitol
E1055	row1081;row35	row1081_M-HCOOH+H[1+];row35_M+H[1+]	C00643	5-Hydroxy-L-tryptophan
E1061	row1545;row1602	row1545_M+Na[1+];row1602_M+H[1+]	C00245	Taurine; 2-Aminoethanesulfonic acid; Aminoethylsulfonic acid
E1062	row582	row582_M+Na[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E1065	row1601	row1601_M-H2O+H[1+]	C00250	Pyridoxal
E1069	row815	row815_M+Na[1+]	C11409;C02452;C00964;C02759	(+)-trans-Carveol; (4S,6R)-trans-Carveol$Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(-)-trans-Carveol$
E1077	row824	row824_M+H[1+]	C00791	
E1087	row1682	row1682_M-H2O+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E1099	row1171;row118;row1233;row1785;row779;row982	row1171_M-H2O+H[1+];row118_M-H4O2+H[1+];row1233_M-NH3+H[1+];row1785_M+Na[1+];row779_M+H[1+];row982_M-HCOOH+H[1+]	C00819;C00064;C05100	D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate
E1100	row1448	row1448_M-H2O+H[1+]	C02505	2-Phenylacetamide
E1103	row959	row959_M+H[1+]	C00082;CE2174	L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine$
E1106	row1279;row1362;row1387;row1411;row1455;row1714	row1279_M(C13)+H[1+];row1362_M+Na[1+];row1387_M+H[1+];row1411_M-NH3+H[1+];row1455_M-H2O+H[1+];row1714_M-HCOOH+H[1+]	C00819;C00064;C05100	D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate
E1110	row1541;row219;row280;row41	row1541_M-H4O2+H[1+];row219_M+H2O+H[1+];row280_M+H[1+];row41_M-HCOOH+H[1+]	C00079;CE2172	L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid$
E1111	row1306;row366	row1306_M-H2O+H[1+];row366_M-H4O2+H[1+]	C00268;C04244;C02953	Dihydrobiopterin; 6,7-Dihydrobiopterin; Quinoid-dihydrobiopterin; (6R)-6-(L-erythro-1,2-Dihydroxypropyl)-7,8-dihydro-6H-pterin$6-Lactoyl-5,6,7,8-tetrahydropterin$7,8-Dihydrobiopterin
E1116	row714	row714_M+H[1+]	C05587;C07453	3-Methoxytyramine$Epinine; Deoxyepinephrine
E1121	row205;row43;row46	row205_M[1+];row43_M-NH3+H[1+];row46_M+H[1+]	C00791	
E1123	row46	row46_M-H2O+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E1127	row1112	row1112_M+Na[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E1131	row1761	row1761_M-H2O+H[1+]	C00430;C03440;C01165;C01157;C01110	5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E1135	row495	row495_M-H2O+H[1+]	C00906	5,6-Dihydrothymine; Dihydrothymine; 5,6-Dihydro-5-methyluracil
E1136	row655	row655_M+H[1+]	C14790	
E1140	row1700;row215;row258	row1700_M-CO+H[1+];row215_M+H[1+];row258_M+H2O+H[1+]	C00785	Urocanate; Urocanic acid
